"Name","Label_Confidence","count","Creator"
"Lecture",81.6582107543945,1,"AgroInnovationLab"
"Logo",84.7020034790039,16,"AgroInnovationLab"
"Machine",88.8597913469587,7,"AgroInnovationLab"
"Man",80.2268867492676,2,"AgroInnovationLab"
"Menu",85.1324234008789,1,"AgroInnovationLab"
"Mobile Phone",99.9819412231445,2,"AgroInnovationLab"
"Motorcycle",83.8881301879883,2,"AgroInnovationLab"
"Musician",72.0883712768555,2,"AgroInnovationLab"
"Nature",91.9345191955566,10,"AgroInnovationLab"
"Necktie",83.8900680541992,1,"AgroInnovationLab"
"Newspaper",90.0671615600586,2,"AgroInnovationLab"
"Number",77.1422653198242,4,"AgroInnovationLab"
"Outdoors",84.7256031036377,16,"AgroInnovationLab"
"Overcoat",91.8268905639648,5,"AgroInnovationLab"
"Page",59.8744773864746,1,"AgroInnovationLab"
"Pants",76.3646087646484,2,"AgroInnovationLab"
"Paper",81.2506724766323,7,"AgroInnovationLab"
"Pc",88.1974792480469,2,"AgroInnovationLab"
"People",79.0785537719727,5,"AgroInnovationLab"
"Person",99.274801381429,30,"AgroInnovationLab"
"Phone",99.9819412231445,2,"AgroInnovationLab"
"Photography",81.0269215901693,3,"AgroInnovationLab"
"Plant",77.2245199203491,20,"AgroInnovationLab"
"Planting",64.9740142822266,3,"AgroInnovationLab"
"Portrait",77.232672555106,7,"AgroInnovationLab"
"Poster",85.4861297607422,6,"AgroInnovationLab"
"Potted Plant",55.2532386779785,1,"AgroInnovationLab"
"Pottery",60.3625640869141,1,"AgroInnovationLab"
"Press Conference",79.6456146240234,1,"AgroInnovationLab"
"Road",82.1379114786784,3,"AgroInnovationLab"
"Rural",95.2832412719727,2,"AgroInnovationLab"
"Selfie",69.1032791137695,1,"AgroInnovationLab"
"Shoe",98.2026901245117,7,"AgroInnovationLab"
"Shop",57.5741767883301,1,"AgroInnovationLab"
"Sitting",82.6265182495117,5,"AgroInnovationLab"
"Sleeve",62.9245071411133,2,"AgroInnovationLab"
"Smile",72.2322087969099,7,"AgroInnovationLab"
"Soil",87.1540832519531,5,"AgroInnovationLab"
"Solar Panels",69.7965087890625,2,"AgroInnovationLab"
"Speech",82.6453323364258,1,"AgroInnovationLab"
"Spoke",88.8233413696289,1,"AgroInnovationLab"
"Stage",66.6103286743164,2,"AgroInnovationLab"
"Sticker",88.219108581543,1,"AgroInnovationLab"
"Straw",70.7160339355469,1,"AgroInnovationLab"
"Suit",90.4756145477295,12,"AgroInnovationLab"
"Symbol",84.8919855753581,18,"AgroInnovationLab"
"Teacher",98.5906066894531,2,"AgroInnovationLab"
"Text",87.1742205126532,29,"AgroInnovationLab"
"Tie",97.584684753418,5,"AgroInnovationLab"
"Tire",76.6100387573242,1,"AgroInnovationLab"
"Tool",69.7147598266602,2,"AgroInnovationLab"
"Tractor",69.7289886474609,2,"AgroInnovationLab"
"Trademark",84.7020034790039,16,"AgroInnovationLab"
"Train",70.9863700866699,2,"AgroInnovationLab"
"Transportation",85.8249473571777,10,"AgroInnovationLab"
"Tree",67.53125,2,"AgroInnovationLab"
"Triangle",55.4154891967773,2,"AgroInnovationLab"
"Truck",79.2166086832682,3,"AgroInnovationLab"
"Utility Pole",74.5790252685547,1,"AgroInnovationLab"
"Vase",60.3625640869141,1,"AgroInnovationLab"
"Vegetation",92.5275230407715,4,"AgroInnovationLab"
"Vehicle",82.2935056686401,8,"AgroInnovationLab"
"Weather",88.097785949707,2,"AgroInnovationLab"
"Wheel",94.6148038591657,7,"AgroInnovationLab"
"Woman",88.990613301595,6,"AgroInnovationLab"
"Word",81.0073047637939,10,"AgroInnovationLab"
"Worker",77.2768325805664,2,"AgroInnovationLab"
"World Of Warcraft",59.9965972900391,2,"AgroInnovationLab"
"Yard",99.8922271728516,2,"AgroInnovationLab"
"Accessories",96.4015655517578,2,"AustrianStartups"
"Acrobatic",58.9492149353027,1,"AustrianStartups"
"Adventure",58.9864044189453,1,"AustrianStartups"
"Advertisement",81.6989996773856,7,"AustrianStartups"
"Alley",76.1449737548828,1,"AustrianStartups"
"Apparel",72.6492487589518,3,"AustrianStartups"
"Art",69.0545349121094,1,"AustrianStartups"
"Atlas",91.5814514160156,1,"AustrianStartups"
"Audience",88.9959523677826,16,"AustrianStartups"
"Baseball Cap",85.6959533691406,1,"AustrianStartups"
"Bazaar",97.2546997070312,1,"AustrianStartups"
"Beard",81.9232528686523,5,"AustrianStartups"
"Birthday Cake",58.1142616271973,1,"AustrianStartups"
"Blonde",99.9010372161865,4,"AustrianStartups"
"Blossom",58.9105911254883,1,"AustrianStartups"
"Book",74.092264175415,2,"AustrianStartups"
"Bookcase",82.0959320068359,1,"AustrianStartups"
"Boy",95.2645924886068,3,"AustrianStartups"
"Brochure",58.5863227844238,1,"AustrianStartups"
"Building",99.9298858642578,1,"AustrianStartups"
"Business Card",83.8861745198568,3,"AustrianStartups"
"Cafe",79.1371040344238,2,"AustrianStartups"
"Cafeteria",73.958740234375,3,"AustrianStartups"
"Cake",95.0147857666016,1,"AustrianStartups"
"Chair",82.8160537719727,5,"AustrianStartups"
"Chandelier",88.3107833862305,1,"AustrianStartups"
"Child",99.621467590332,1,"AustrianStartups"
"Circus",56.1415176391602,1,"AustrianStartups"
"City",99.9298858642578,1,"AustrianStartups"
"Classroom",94.4846506118774,8,"AustrianStartups"
"Clothing",79.9250896160419,13,"AustrianStartups"
"Club",87.3915176391602,1,"AustrianStartups"
"Coat",82.9227600097656,2,"AustrianStartups"
"Collage",83.6905670166016,4,"AustrianStartups"
"Concert",81.7933095296224,3,"AustrianStartups"
"Costume",92.5448150634766,1,"AustrianStartups"
"Couch",61.7259559631348,1,"AustrianStartups"
"Cream",65.6887741088867,1,"AustrianStartups"
"Creme",65.6887741088867,1,"AustrianStartups"
"Crowd",90.9985039574759,28,"AustrianStartups"
"Dating",71.4514221191406,5,"AustrianStartups"
"Dessert",95.0147857666016,1,"AustrianStartups"
"Diagram",94.5679893493652,2,"AustrianStartups"
"Dimples",62.4319305419922,3,"AustrianStartups"
"Dining Table",80.882438659668,1,"AustrianStartups"
"Disco",57.581111907959,1,"AustrianStartups"
"Doctor",69.8881988525391,1,"AustrianStartups"
"Document",91.7772636413574,2,"AustrianStartups"
"Driving License",71.0214691162109,1,"AustrianStartups"
"Electronics",83.6582565307617,3,"AustrianStartups"
"Face",89.7149710337321,30,"AustrianStartups"
"Family",66.134729385376,2,"AustrianStartups"
"Female",87.7412595748901,12,"AustrianStartups"
"Fisheye",78.9691390991211,1,"AustrianStartups"
"Flower",58.9105911254883,1,"AustrianStartups"
"Flyer",69.9512420654297,5,"AustrianStartups"
"Food",95.0147857666016,1,"AustrianStartups"
"Furniture",83.1332468305315,7,"AustrianStartups"
"Girl",88.5743321010045,7,"AustrianStartups"
"Glasses",85.5152893066406,2,"AustrianStartups"
"Graphics",69.0545349121094,1,"AustrianStartups"
"Grass",99.9099807739258,1,"AustrianStartups"
"Guitar",55.9156761169434,1,"AustrianStartups"
"Hair",71.3984993828668,9,"AustrianStartups"
"Head",83.9206481346717,13,"AustrianStartups"
"Home Decor",62.6900939941406,1,"AustrianStartups"
"Human",97.980089524213,17,"AustrianStartups"
"Ice",74.9122085571289,1,"AustrianStartups"
"Icing",65.6887741088867,1,"AustrianStartups"
"Id Cards",91.7772636413574,2,"AustrianStartups"
"Indoors",87.6280914034162,28,"AustrianStartups"
"Interior Design",94.4118512471517,6,"AustrianStartups"
"Jacket",59.1272850036621,1,"AustrianStartups"
"Jar",88.6787338256836,1,"AustrianStartups"
"Jaw",98.9365577697754,2,"AustrianStartups"
"Jeans",65.8066635131836,1,"AustrianStartups"
"Kid",99.9010372161865,4,"AustrianStartups"
"Label",85.8803787231445,2,"AustrianStartups"
"Lady",62.807991027832,1,"AustrianStartups"
"Lawn",91.2885971069336,1,"AustrianStartups"
"Lecture",82.4959941864014,10,"AustrianStartups"
"LED",55.021240234375,1,"AustrianStartups"
"Leisure Activities",69.479258219401,3,"AustrianStartups"
"Library",59.8002510070801,2,"AustrianStartups"
"Light",59.7028121948242,1,"AustrianStartups"
"Lighting",98.4203186035156,1,"AustrianStartups"
"Lobby",56.0410385131836,1,"AustrianStartups"
"Logo",80.2717380523682,4,"AustrianStartups"
"Magazine",59.1517333984375,1,"AustrianStartups"
"Man",81.0734401702881,10,"AustrianStartups"
"Map",96.361686706543,1,"AustrianStartups"
"Market",98.3403778076172,1,"AustrianStartups"
"Menu",64.3842391967773,1,"AustrianStartups"
"Music Band",77.0160865783691,2,"AustrianStartups"
"Musical Instrument",86.5970058441162,4,"AustrianStartups"
"Musician",81.4370803833008,3,"AustrianStartups"
"Nature",79.3630065917969,1,"AustrianStartups"
"Night Club",75.4929428100586,1,"AustrianStartups"
"Number",77.5976581573486,2,"AustrianStartups"
"Nurse",79.9341278076172,1,"AustrianStartups"
"Orchestra",99.9607696533203,1,"AustrianStartups"
"Outdoors",85.506477355957,2,"AustrianStartups"
"Overcoat",98.087028503418,1,"AustrianStartups"
"Page",67.706901550293,1,"AustrianStartups"
"Pants",80.9274475097656,5,"AustrianStartups"
"Paper",70.7863475799561,10,"AustrianStartups"
"Party",76.9473037719727,1,"AustrianStartups"
"Pedestrian",99.1863327026367,1,"AustrianStartups"
"Pendant",95.4727325439453,1,"AustrianStartups"
"People",74.8739672851563,25,"AustrianStartups"
"Performer",72.2264048258464,3,"AustrianStartups"
"Person",99.0247737004207,65,"AustrianStartups"
"Petal",58.9105911254883,1,"AustrianStartups"
"Photo",60.5739059448242,2,"AustrianStartups"
"Photography",66.9105820655823,8,"AustrianStartups"
"Plan",92.7742919921875,1,"AustrianStartups"
"Plant",72.9340731302897,6,"AustrianStartups"
"Plot",92.1778717041016,2,"AustrianStartups"
"Porthole",97.495475769043,1,"AustrianStartups"
"Portrait",65.5586627613414,11,"AustrianStartups"
"Poster",82.2230275472005,6,"AustrianStartups"
"Potted Plant",79.7678298950195,2,"AustrianStartups"
"Pottery",73.0879287719727,2,"AustrianStartups"
"Press Conference",78.318395614624,8,"AustrianStartups"
"Projection Screen",77.2281532287598,2,"AustrianStartups"
"Reading",71.4734840393066,2,"AustrianStartups"
"Reed",84.3724746704102,1,"AustrianStartups"
"Restaurant",86.2658665974935,3,"AustrianStartups"
"Road",99.9298858642578,1,"AustrianStartups"
"Room",87.4452377319336,25,"AustrianStartups"
"School",96.9422251383464,6,"AustrianStartups"
"Scoreboard",69.5838012695312,1,"AustrianStartups"
"Screen",83.1680536270142,4,"AustrianStartups"
"Selfie",59.9251480102539,1,"AustrianStartups"
"Seminar",76.591968536377,7,"AustrianStartups"
"Shelf",73.4691619873047,2,"AustrianStartups"
"Shop",87.8261642456055,1,"AustrianStartups"
"Sign",60.3860702514648,1,"AustrianStartups"
"Sitting",98.9953765869141,1,"AustrianStartups"
"Skin",72.0274238586426,2,"AustrianStartups"
"Sled",75.5402908325195,1,"AustrianStartups"
"Sleeve",71.1901321411133,1,"AustrianStartups"
"Smile",79.2927442278181,7,"AustrianStartups"
"Snow",62.7173080444336,1,"AustrianStartups"
"Speech",85.4149832725525,8,"AustrianStartups"
"Spotlight",55.021240234375,1,"AustrianStartups"
"Stage",81.9964383443197,3,"AustrianStartups"
"Street",99.9298858642578,1,"AustrianStartups"
"Studio",56.3358917236328,1,"AustrianStartups"
"Suit",98.087028503418,1,"AustrianStartups"
"Sunglasses",97.6803016662598,2,"AustrianStartups"
"Symbol",76.6669055393764,7,"AustrianStartups"
"Table",85.5009021759033,4,"AustrianStartups"
"Tabletop",63.7951126098633,2,"AustrianStartups"
"Teacher",55.4027900695801,1,"AustrianStartups"
"Teen",99.9010372161865,4,"AustrianStartups"
"Text",85.7832826886858,14,"AustrianStartups"
"Theater",83.6099166870117,3,"AustrianStartups"
"Trademark",80.2717380523682,4,"AustrianStartups"
"Urban",99.9298858642578,1,"AustrianStartups"
"Vacation",67.8200073242188,1,"AustrianStartups"
"Vase",72.3442611694336,3,"AustrianStartups"
"Vegetation",81.1563568115234,1,"AustrianStartups"
"White Board",97.9838714599609,1,"AustrianStartups"
"Window",99.8200302124023,1,"AustrianStartups"
"Woman",87.6946271260579,6,"AustrianStartups"
"Word",86.9380645751953,2,"AustrianStartups"
"Workshop",76.5548257827759,4,"AustrianStartups"
"Altar",86.1988296508789,1,"BlueMinds-Company"
"Architecture",86.1988296508789,1,"BlueMinds-Company"
"Art",99.9303970336914,1,"BlueMinds-Company"
"Astronomy",80.0772399902344,2,"BlueMinds-Company"
"Audience",79.0606676737467,3,"BlueMinds-Company"
"Building",86.1988296508789,1,"BlueMinds-Company"
"Business Card",62.9732055664062,1,"BlueMinds-Company"
"Chair",72.0252456665039,1,"BlueMinds-Company"
"Clothing",97.0233815511068,3,"BlueMinds-Company"
"Coat",99.0171356201172,1,"BlueMinds-Company"
"Computer Keyboard",72.6597061157227,1,"BlueMinds-Company"
"Crowd",82.5291870117187,5,"BlueMinds-Company"
"Dating",74.0782318115234,1,"BlueMinds-Company"
"Face",84.2013956705729,3,"BlueMinds-Company"
"Family",67.1660690307617,1,"BlueMinds-Company"
"Female",78.3409258524577,3,"BlueMinds-Company"
"First Aid",87.8416519165039,1,"BlueMinds-Company"
"Floral Design",99.7849578857422,1,"BlueMinds-Company"
"Girl",62.5463809967041,2,"BlueMinds-Company"
"Glass",70.9668350219727,1,"BlueMinds-Company"
"Graphics",99.9303970336914,1,"BlueMinds-Company"
"Indoors",92.4894866943359,2,"BlueMinds-Company"
"Interior Design",99.6021499633789,1,"BlueMinds-Company"
"Jeans",78.2115631103516,1,"BlueMinds-Company"
"Label",99.8662948608398,1,"BlueMinds-Company"
"Lamp",57.844482421875,1,"BlueMinds-Company"
"Laptop",84.6474990844727,1,"BlueMinds-Company"
"Lecture",74.5121879577637,2,"BlueMinds-Company"
"Lighting",99.8418884277344,1,"BlueMinds-Company"
"Man",73.8555679321289,1,"BlueMinds-Company"
"Outer Space",79.1103820800781,2,"BlueMinds-Company"
"Overcoat",99.0171356201172,1,"BlueMinds-Company"
"Pants",98.5230255126953,1,"BlueMinds-Company"
"Paper",62.5829925537109,2,"BlueMinds-Company"
"Party",80.8759231567383,1,"BlueMinds-Company"
"Pattern",99.7849578857422,1,"BlueMinds-Company"
"People",83.061336517334,4,"BlueMinds-Company"
"Person",99.4526824951172,7,"BlueMinds-Company"
"Photography",66.0172538757324,2,"BlueMinds-Company"
"Planet",59.3517379760742,2,"BlueMinds-Company"
"Plot",71.8124160766602,1,"BlueMinds-Company"
"Portrait",66.0172538757324,2,"BlueMinds-Company"
"Room",91.8818893432617,2,"BlueMinds-Company"
"Sign",65.6991653442383,1,"BlueMinds-Company"
"Sitting",77.0726470947266,3,"BlueMinds-Company"
"Space",79.1103820800781,2,"BlueMinds-Company"
"Speech",75.1259918212891,1,"BlueMinds-Company"
"Stage",99.7033157348633,1,"BlueMinds-Company"
"Sticker",87.1897354125977,1,"BlueMinds-Company"
"Suit",99.0171356201172,1,"BlueMinds-Company"
"Symbol",78.4640426635742,1,"BlueMinds-Company"
"Text",86.6020946502686,4,"BlueMinds-Company"
"Theater",75.5134429931641,1,"BlueMinds-Company"
"Tie",79.6737899780273,1,"BlueMinds-Company"
"Tuxedo",83.8882217407227,1,"BlueMinds-Company"
"Universe",79.1103820800781,2,"BlueMinds-Company"
"Woman",68.3962268829346,2,"BlueMinds-Company"
"Word",83.1438751220703,1,"BlueMinds-Company"
"Advertisement",75.6368808746338,2,"Factory1"
"Aerial View",99.3899841308594,1,"Factory1"
"Apparel",61.62939453125,1,"Factory1"
"Architecture",92.2995300292969,1,"Factory1"
"Asphalt",66.3398208618164,1,"Factory1"
"Audience",80.8655446370443,3,"Factory1"
"Blazer",62.9878997802734,2,"Factory1"
"Building",99.5687561035156,1,"Factory1"
"Car",98.5282821655273,1,"Factory1"
"Chair",96.1334381103516,1,"Factory1"
"City",82.6696917215983,3,"Factory1"
"Classroom",92.0225296020508,1,"Factory1"
"Clothing",81.7436819076538,8,"Factory1"
"Coat",64.0716773986816,5,"Factory1"
