"","article_link","img_link"
"58","https://austrianstartups.com/stammtisch55-number-age/","https://austrianstartups.com/wp-content/uploads/2018/03/28164257_10156308169132033_3071288601761532500_o-300x200.jpg"
"59","https://austrianstartups.com/stammtisch-52-not-start-startup/","https://austrianstartups.com/wp-content/uploads/2017/12/st52-300x200.jpg"
"60","https://austrianstartups.com/stammtisch-51-find-win-keep-grow-customers/","https://austrianstartups.com/wp-content/uploads/2017/12/22499284_10155935743447033_3782144044850403911_o-300x200.jpg"
"61","https://austrianstartups.com/far-weve-come-whats-come-future/","https://austrianstartups.com/wp-content/uploads/2017/09/21686896_10155856057592033_8013359824579460695_o-300x200.jpg"
"62","https://austrianstartups.com/vertical-uncovered-health-uncovered/","https://austrianstartups.com/wp-content/uploads/2017/11/Vertical_Uncovered_aaia-820x461-300x169.jpg"
"63","https://austrianstartups.com/startup-stammtisch-49-bro-culture-fake-till-make-ethics-startups/","https://austrianstartups.com/wp-content/uploads/2017/08/Austrian-Startups-49-26-300x200.jpg"
"64","https://austrianstartups.com/need-to-court-international-startups/","https://austrianstartups.com/wp-content/uploads/2017/08/IMG_20170719_180415-min-300x225.jpg"
"65","https://austrianstartups.com/navigate-corporate-world-startup/","https://austrianstartups.com/wp-content/uploads/2017/07/579T2070-300x200.jpg"
"66","https://austrianstartups.com/find-right-investor/","https://austrianstartups.com/wp-content/uploads/2017/05/Optimized-579T1477-300x200.jpg"
"67","https://austrianstartups.com/cto-translation-important-code/","https://austrianstartups.com/wp-content/uploads/2017/05/18010925_10155334188192033_4087092560246760261_n-300x200.jpg"
"68","https://austrianstartups.com/set-records-straight/","https://austrianstartups.com/wp-content/uploads/2017/04/StammmtischPitch2-300x142.jpg"
"69","https://austrianstartups.com/message-new-managing-director/","https://austrianstartups.com/wp-content/uploads/2017/01/5648-300x128.jpg"
"70","https://austrianstartups.com/change-ahead-austrianstartups/","https://austrianstartups.com/wp-content/uploads/2016/10/Christoph_Jeschke_Credit_an__Manuel-Gruber-300x200.jpg"
"71","https://austrianstartups.com/as-time-goes-by/","https://austrianstartups.com/wp-content/uploads/2015/04/New-Faces-300x169.png"
"72","https://austrianstartups.com/story-austrianstartups-rebranding/","https://austrianstartups.com/wp-content/uploads/2014/05/20141021_182140-300x225.jpg"
"73","https://austrianstartups.com/advisory-board-2-networking-partners/","https://austrianstartups.com/wp-content/uploads/2014/06/AS-9-advisory-board-members-300x125.jpg"
"74","https://austrianstartups.com/join-austrianstartups-team/","https://austrianstartups.com/wp-content/uploads/2014/05/DSC07017-300x199.jpg"
"75","https://austrianstartups.com/sweepstake-kod-io-developer-conference-linz/","https://austrianstartups.com/wp-content/uploads/2014/04/Kodio_AustrianStartups1-1040x398-300x114.png"
"76","https://austrianstartups.com/kod-io-linz-2014-roundup-startup-jobs/","https://austrianstartups.com/wp-content/uploads/2014/03/kod_io-300x199.png"
"77","https://austrianstartups.com/summary-visions-startups-austria/","https://austrianstartups.com/wp-content/uploads/2014/05/austrianstartups_vision-300x169.jpg"
"78","https://austrianstartups.com/visionen-fur-startups-osterreich/","https://austrianstartups.com/wp-content/uploads/2014/05/austrianstartups_vision-300x169.jpg"
"79","https://austrianstartups.com/what-is-austrianstartups-2/","https://austrianstartups.com/wp-content/uploads/2013/08/Startup-730x295-300x121.png"
"80","https://austrianstartups.com/what-is-austrianstartups-1/","https://austrianstartups.com/wp-content/uploads/2014/05/keep-calm-and-love-austria-13-e1376942620343-730x518-300x212.png"
