"","article_link","img_link","date"
"24","https://www.a1startup.net/parkbob-gibt-gas-pilotprojekt-mit-ald-automotive/","https://www.a1startup.net/wp-content/uploads/2018/05/c239b2eb9d84c58dda395294d7e41896_f207.jpg",2019-02-01
"25","https://www.a1startup.net/insider-navigation-ist-austrias-next-top-start-up-2017/","https://www.a1startup.net/wp-content/uploads/2018/05/e97de5ba2208218843b5acfb66f21c5f_f206-e1527094837360.jpg",2019-01-01
"26","https://www.a1startup.net/austrias-next-top-start-up-2017-sei-dabei/","https://www.a1startup.net/wp-content/uploads/2018/05/c77985a710afde34a7f6b66773d40374_f160.jpg",2018-12-01
"27","https://www.a1startup.net/please-welcome-mopius/","https://www.a1startup.net/wp-content/uploads/2018/05/Team.jpg",2018-11-01
"28","https://www.a1startup.net/der-a1-start-up-campus-raeumt-beim-exporttag-der-wko-ab/","https://www.a1startup.net/wp-content/uploads/2018/05/b3076c85f54f562de354bd1619f63cb6_f202.jpg",2018-10-01
"29","https://www.a1startup.net/congrats-reval-neue-investoren-erstes-crowd-investing-projekt/","https://www.a1startup.net/wp-content/uploads/2018/05/cb4c252f7a026ec9e72b5b6890f220af_f196.jpg",2018-09-01
"30","https://www.a1startup.net/2-minuten-2-millionen-parkbobs-recap/","https://www.a1startup.net/wp-content/uploads/2018/05/b00a82d927d1f4e7573c7b8fd8da58f3_f198.jpg",2018-08-01
"31","https://www.a1startup.net/oberoesterreich-ist-fit-fuer-die-digitalisierung/","https://www.a1startup.net/wp-content/uploads/2018/05/8944d8578aa53dd0bb58bf9e7d460419_f194.jpg",2018-07-01
"32","https://www.a1startup.net/please-welcome-adscanner/","https://www.a1startup.net/wp-content/uploads/2018/05/7f6bf391335aa96864153f07fb129979_f183.jpg",2018-06-01
"33","https://www.a1startup.net/austrian-start-up-stammtisch-call-for-action/","https://www.a1startup.net/wp-content/uploads/2018/05/6ee85e0af4ca747a51848de14fdbff28_f190.jpg",2018-05-01
"34","https://www.a1startup.net/welcome-on-board-folyo/","https://www.a1startup.net/wp-content/uploads/2018/05/5dfe14cde10f6d22fae9c9d9ab47df1d_f174.jpg",2018-04-01
"35","https://www.a1startup.net/challenge-designe-das-a1-einkaufserlebnis-der-zukunft/","https://www.a1startup.net/wp-content/uploads/2018/05/699184a45f9db78cfd3782cec2f84828_f173.jpg",2018-03-01
"36","https://www.a1startup.net/gourban-gewinnt-i2c-challenge-von-a1/","https://www.a1startup.net/wp-content/uploads/2018/05/5587b881588c9e97c7a89a5403334b7f_f172.jpg",2018-02-01
"37","https://www.a1startup.net/e-mail-is-tot-es-lebe-der-team-messenger/","https://www.a1startup.net/wp-content/uploads/2018/05/384f041253f7aa9107b651e5d992d431_f171.jpg",2018-01-01
"38","https://www.a1startup.net/a1-produkt-package-fuer-start-ups/","https://www.a1startup.net/wp-content/uploads/2018/05/9598df6eced22bbcdf90392bbc60a96b_f164.jpg",2017-12-01
"39","https://www.a1startup.net/gruender-von-morgen-tgm-am-a1-start-up-campus/","https://www.a1startup.net/wp-content/uploads/2018/05/b6dd44e9c3a88712d17ce4a295134054_f169.jpg",2017-11-01
"40","https://www.a1startup.net/and-the-winner-is-helferline/","https://www.a1startup.net/wp-content/uploads/2018/05/64dfe5456bde8c3381735c3d42109fcb_f163.jpg",2017-10-01
"41","https://www.a1startup.net/finale-am-4-oktober-austrias-next-top-start-up/","https://www.a1startup.net/wp-content/uploads/2018/05/43a7764255575cd05920a7599eb4a7c3_f162.jpg",2017-09-01
"42","https://www.a1startup.net/corporate-startup-meetup-vienna-zu-gast-bei-uns-am-campus/","https://www.a1startup.net/wp-content/uploads/2018/05/b1831ce1df041b91a5cd81f595fcb0af_f161.jpg",2017-08-01
"43","https://www.a1startup.net/jetzt-voten-austrias-next-top-start-up/","https://www.a1startup.net/wp-content/uploads/2018/05/icon-hover-01.png",2017-07-01
"44","https://www.a1startup.net/gesucht-austrias-next-top-start-up-10-000-eur-inklusive/","https://www.a1startup.net/wp-content/uploads/2018/05/c77985a710afde34a7f6b66773d40374_f160.jpg",2017-06-01
"45","https://www.a1startup.net/eroeffnung-neues-silicon-valley-office-am-a1-start-up-campus/","https://www.a1startup.net/wp-content/uploads/2018/05/fe45f572496f29ca34ea37e41fca43df_f159.jpg",2017-05-01
"46","https://www.a1startup.net/erster-hackathon-bei-a1/","https://www.a1startup.net/wp-content/uploads/2018/05/907ba8a172d7a556e3ce14500d54233d_f158.jpg",2017-04-01
"47","https://www.a1startup.net/investor-steigt-bei-ready2order-ein/","https://www.a1startup.net/wp-content/uploads/2018/05/392ccba79b2500a5a18b9ce39eba4e3b_f141-1.jpg",2017-03-01
"48","https://www.a1startup.net/going-global-aber-wie/","https://www.a1startup.net/wp-content/uploads/2018/05/aa1b61eee28436c895eb599443a1fbbf_f157.jpg",2017-02-01
"49","https://www.a1startup.net/a1-im-auftrag-der-jugend-am-a1-start-up-campus/","https://www.a1startup.net/wp-content/uploads/2018/05/f24b5dd667d64db6c410c589ac9035a2_f156.jpg",2017-01-01
"50","https://www.a1startup.net/weil-start-ups-nicht-vom-himmel-fallen/","https://www.a1startup.net/wp-content/uploads/2018/05/ae42872e3ed2c2c5da373bdf455e68df_f155.jpg",2016-12-01
"51","https://www.a1startup.net/wenn-parkbob-und-handy-parken-gemeinsame-sache-machen/","https://www.a1startup.net/wp-content/uploads/2018/05/379b1e8448ed34dfea0b109f4adff340_f154.jpg",2016-11-01
"52","https://www.a1startup.net/so-schauts-aus/","https://www.a1startup.net/wp-content/uploads/2018/05/3fe8c0c72b3392d60030e9529d485675_f153.jpg",2016-10-01
"53","https://www.a1startup.net/knowledge-sharing-mit-vodafone/","https://www.a1startup.net/wp-content/uploads/2018/05/90a0e130de4bf7c4dff944e9c360af99_f152.jpg",2016-09-01
"54","https://www.a1startup.net/entrepreneurship-avenue-auf-der-suche/","https://www.a1startup.net/wp-content/uploads/2018/05/d4143472430305156451c2560e90bf51_f151.jpg",2016-08-01
"55","https://www.a1startup.net/magna-welcome-at-a1-start-up-campus/","https://www.a1startup.net/wp-content/uploads/2018/05/4e6a2601931281ac9e489659fef7be24_f150.png",2016-07-01
"56","https://www.a1startup.net/wien-gutes-pflaster-fuer-start-ups/","https://www.a1startup.net/wp-content/uploads/2018/05/99897c4273c17fba28120b6baa125712_f149.jpg",2016-06-01
"57","https://www.a1startup.net/warum-start-ups-wien-smarter-machen-werden/","https://www.a1startup.net/wp-content/uploads/2018/05/c57a2d9edbe319efb8a6aac2ae2dac94_f148.jpg",2016-05-01
"58","https://www.a1startup.net/wien-2030-smarter-durch-start-ups/","https://www.a1startup.net/wp-content/uploads/2018/05/9ba4064388017bf803e2ca0c4a1ff510_f147.jpg",2016-04-01
"59","https://www.a1startup.net/ready2order-beste-registrierkasse-oesterreichs/","https://www.a1startup.net/wp-content/uploads/2018/05/ad3623c2185cb9c764b8592e1bd0538c_f145.png",2016-03-01
"60","https://www.a1startup.net/4501-2/","https://www.a1startup.net/wp-content/uploads/2018/05/bdeb86a7fefbc64ba22dc125caeab058_f143.jpg",2016-02-01
"61","https://www.a1startup.net/4499-2/","https://www.a1startup.net/wp-content/uploads/2018/05/daa36e0f1667e040d7740b4098b59e6e_f138.jpg",2016-01-01
"62","https://www.a1startup.net/registrierkassa-wer-hat-noch-nicht-wer-muss-noch-mal/","https://www.a1startup.net/wp-content/uploads/2018/05/392ccba79b2500a5a18b9ce39eba4e3b_f141-1.jpg",2015-12-01
"63","https://www.a1startup.net/zu-gast-am-a1-start-up-campus-porsche-bank/","https://www.a1startup.net/wp-content/uploads/2018/05/90817ae610b05cc7556c78ca57e691e9_f140.jpg",2015-11-01
"64","https://www.a1startup.net/1-oesterreichisches-investment-von-pioneers-ventures-geht-an-ein-a1-start-up/","https://www.a1startup.net/wp-content/uploads/2018/05/63c80291f79e0b2c8dd6094e7b9fa8ee_f139.jpg",2015-10-01
"65","https://www.a1startup.net/neu-am-a1-start-up-campus-reval/","https://www.a1startup.net/wp-content/uploads/2018/05/6167378877de0710fabebd7da86a52b4_f142.jpg",2015-09-01
